,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04
seen,0.6759252905239136,0.6601274328860302,0.7415624723370987,0.7736248166490772,0.9137124482930329,0.7877049572237397,0.8523753965775196,0.7512833433055569,0.7218804472512177,0.7358437875451346,0.7181988678561303,0.7718497323808948,0.7349907144225993,0.7558494730493391,0.8002392832852496,0.7523540398764637
court,0.7838921260537892,0.8423028308795572,0.7801052694394441,0.8777003042878135,0.7536393536545734,0.7451887406628491,0.6761134526223285,0.768503511615343,0.7786722047576683,0.7635392829900838,0.6906012842965559,0.830092205144764,0.6718480765859562,0.8103377646871648,0.8117503453467871,0.8516359007055574
youtube com,0.7487885131536207,0.7349052505159744,0.8172959382585432,0.8288039984158119,0.7473255129005059,0.5388538814828355,0.7352981633489667,0.8518548885143229,0.724057720460512,0.7909385423999248,0.600077707086998,0.725810974631926,0.8946079341912878,0.9818397094087461,0.9244021864050486,0.9095508489945936
politicians,0.7262131805918648,0.7484814106816824,0.8038889978749628,0.8236489768870183,0.8316953557098777,0.7543418259312403,0.7425900893036493,0.8740358035247584,0.7520725760970158,0.768047687234762,0.7813988649192888,0.882939565986386,0.8026325602207474,0.7987529847161484,0.7390204346415832,0.8477319073789971
sick,0.8788559740861289,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.6786787271524367,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
primaries,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.9534984771382395,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.8352966721388612,0.7948954267414319,0.7385054824788113
economy,0.7231197329086726,0.622774941458764,0.8801775595826139,0.7722696021314115,0.6792642514234514,0.6718224836191331,0.5575183910324368,0.7000875803474417,0.7225480709932246,0.657224389559571,0.7042715334379195,0.6978778977190325,0.661385874330893,0.7730250177570832,0.7390204346415832,0.7057813394390384
tried,0.6950354609929078,0.6959668319466175,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.9089771487738303,0.6286950337991718,0.6534575076289043,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
congress,0.7463318621654977,0.7577787493179685,0.6567039940258959,0.816266950636858,0.8731439721755655,0.8961275997581948,0.8159957869167372,0.8020616193411275,0.8134525954538172,0.768986467179749,0.8984461304970239,0.7387992900773739,0.7458435922357421,0.7569365698870218,0.843616945742966,0.7925930281053288
republican party,0.7842749319967213,0.791084423814277,0.9376834343595423,0.8829607762814708,0.8918039439837063,0.8369819816481668,0.9519057886815104,0.9659002301154676,0.9855329534731198,0.8852591022153814,0.682711949673751,0.9674950455249114,0.8355888968116597,0.8937489350015165,0.9174901387825221,0.7960394027097797
important,0.5460204735682382,0.7621743403167609,0.8099985992991325,0.6005872887756638,0.8944181599861689,0.8508069047146013,0.8768332743414828,0.8524214396746703,0.8580620585584358,0.8419222551232555,0.8445139811116058,0.7965969838866567,0.761749398929326,0.828365240436366,0.8447371894236223,0.7681045744795821
student,0.8969663260608264,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
www youtube,0.7115309748868823,0.7067372433331217,0.7578846247260932,0.8318976724437157,0.725147525564764,0.5580817196721962,0.7307662536633678,0.8505251187131937,0.7338597827907688,0.7909744360983256,0.6334579270087984,0.7303810669621545,0.8887038559758066,0.9818854669815704,0.9203525580571416,0.9216488609677561
hillary clinton,0.6950354609929078,0.7230903754201908,0.6720328585828341,0.8805173679608675,0.6102979240128128,0.7836825153693162,0.8785633306532246,0.8781290785118282,0.6423468908206637,0.9225363620001554,0.810091549145391,0.6322344313051557,0.9730052313891522,0.9513497159557259,0.8981645706658875,0.8207500500968107
tpp,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.9166897924024139,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
walker,0.6950354609929078,0.7401704010774786,0.6793789461264047,0.7655086848635236,0.7696562623468985,0.726384364820847,0.745636664975766,0.8761259645690392,0.8910208186403366,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
position,0.7437116406797045,0.7936320166337024,0.7927837397555417,0.7655086848635236,0.7875145692275035,0.8239175404387903,0.6447181117162716,0.7998727872088711,0.7622613593140966,0.7212424795327986,0.6906012842965559,0.7305032910244867,0.85095526434353,0.8421748040163308,0.7390204346415832,0.8574026530522152
spend,0.7996012279981032,0.6157364200317207,0.7252637445930836,0.7299405652279143,0.5420184427554526,0.8995600698502487,0.6458888904132488,0.7746796832635363,0.6325254302312124,0.7664204744055725,0.6352469882856887,0.7204403124130648,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
